Weather_Condition,Air_Traffic_Congestion,Technical_Issues,Airport_Operations,Security_Conditions,Late_Arrivals,Delay
46,67,25,85,41,74,3.443972358
92,82,90,26,73,36,7.387597097
47,69,66,26,99,15,1.068002735
29,96,47,92,11,60,3.566865498
1,67,2,65,9,86,1.211740184
14,96,56,68,30,53,2.520170777
46,48,40,24,38,39,1.333426732
26,3,100,98,28,53,6.144369815
70,84,88,100,44,52,2.214315561
26,27,17,80,39,84,0.605795612
84,63,78,92,56,76,4.852110191
12,6,100,17,25,3,3.070355723
54,71,96,81,93,7,0.514090617
16,98,43,65,91,85,0.965883544
74,11,55,65,35,38,3.386872011
58,82,47,79,12,81,4.070007306
9,41,16,82,2,98,8.83106673
32,37,74,53,77,94,3.944180056
77,17,69,14,52,12,2.059411039
36,27,53,21,90,48,1.78684564
7,63,14,28,74,59,2.24118943
32,37,47,9,21,60,0.696138386
6,95,68,1,49,34,2.056729472
33,58,33,84,13,100,1.91346954
70,93,75,18,93,76,7.59908227
6,31,42,34,24,58,1.984737571
40,85,48,92,95,48,2.760678281
99,49,96,59,30,67,11.28306361
54,68,69,79,97,92,17.42273039
6,70,80,38,74,95,1.125692474
83,72,89,40,93,23,0.600955457
17,2,63,71,17,70,5.621742787
42,54,21,76,43,41,0.464261309
77,18,60,33,12,43,1.518433459
39,17,89,3,33,72,22.09944738
52,29,41,11,27,14,2.90098511
13,51,34,89,83,22,1.125995208
20,100,76,22,89,62,3.556002758
56,71,52,5,92,99,2.046901991
90,28,48,41,30,34,2.57806757
45,16,68,78,9,50,1.241425
25,18,21,56,90,63,4.584075027
90,55,34,3,57,47,9.288108418
23,13,69,81,36,93,1.172254014
4,15,72,65,10,12,9.213304878
41,62,86,35,11,53,10.27319151
91,78,48,66,99,79,3.09591754
42,99,92,72,78,8,0.941648229
31,17,47,32,76,40,24
87,100,10,91,62,11,3.282623317
5,94,36,46,96,52,6.527936088
73,39,48,33,45,55,2.227851472
66,12,15,54,32,36,5.972409666
6,72,68,4,31,66,1.859290769
28,63,18,48,79,32,2.89891363
33,48,92,41,5,54,2.607789755
6,70,29,86,79,55,5.117609602
80,96,73,76,76,39,22.40456327
76,23,30,51,21,91,7.935001206
57,99,75,77,58,59,3.431847667
84,26,18,88,50,10,9.708519961
30,42,92,67,62,45,5.627280947
72,9,84,31,15,37,9.948039698
44,12,70,66,97,66,4.02940366
46,60,89,31,41,2,2.39783956
76,21,5,7,75,99,1.683114786
80,53,44,71,15,39,0.793467967
71,5,61,44,18,6,0.790057882
72,49,93,97,17,26,2.154053157
72,20,84,11,37,58,2.416173627
39,90,18,79,45,78,4.268116858
29,43,28,75,86,46,9.364086161
61,97,83,95,80,63,2.371566706
70,69,47,64,76,65,4.064952675
16,6,41,38,29,36,0.985960327
4,34,78,53,37,57,2.170103843
80,93,70,69,18,14,2.597632646
0,74,65,32,28,50,0.352220546
79,63,49,49,36,4,1.986617894
80,29,62,31,13,16,1.259705043
93,57,61,48,93,0,1.945054322
30,57,35,78,39,6,1.289962749
34,20,9,0,74,46,5.901794938
71,40,100,15,97,54,3.068991675
29,10,53,39,80,33,6.081205164
84,69,42,98,47,41,2.14926432
14,82,15,55,16,52,5.723610794
97,46,72,88,71,0,1.647209599
55,24,48,72,21,79,1.97830022
59,31,75,88,1,98,7.938648509
26,26,45,72,56,14,11.83907813
1,45,91,23,39,54,3.362549599
73,11,14,99,87,15,1.361024224
63,12,4,46,27,46,1.972095838
4,68,68,89,88,81,3.183291809
90,11,67,1,44,78,2.983368627
67,48,54,90,16,99,2.296206186
12,89,7,18,67,7,2.260024799
80,34,57,9,42,86,2.438007927
84,17,53,91,60,42,12.39548102
22,81,4,17,39,22,2.064546331
96,66,82,29,0,33,3.652375937
49,89,43,57,15,81,0.749333328
78,42,90,68,91,83,6.24061196
77,47,6,99,99,4,2.979637233
72,78,5,76,84,50,2.050399596
36,25,55,100,27,56,0.391434155
29,64,18,32,71,66,18.36018463
92,77,37,70,93,21,5.185941142
22,50,96,42,83,32,5.318948211
33,98,96,29,36,12,0.854570802
63,8,61,46,2,42,8.873414904
54,90,68,88,38,74,2.90879052
70,31,79,48,35,52,0.957296289
8,68,46,76,74,46,2.665483731
3,56,9,10,8,56,18.48880409
65,61,50,10,32,88,1.848559616
90,95,6,87,91,94,7.899401326
32,30,15,66,40,12,1.04550501
31,69,29,38,45,58,5.069271649
43,52,61,59,91,23,4.960359502
36,55,36,20,33,76,1.460231941
90,94,13,91,52,83,3.398725689
91,94,47,20,77,80,1.425191771
66,43,16,75,73,48,4.199104208
59,61,7,95,65,7,3.402677016
58,59,12,55,33,15,1.092339876
35,38,28,9,29,19,2.204083116
48,6,66,20,42,7,1.627020307
50,51,71,88,71,89,0.463832988
7,73,95,19,48,2,1.512271812
49,94,4,62,81,10,1.500120128
40,44,74,70,52,94,4.312286966
100,4,61,65,1,66,3.406873895
37,31,35,28,88,22,0.340032987
85,77,34,35,26,47,6.804358768
77,40,92,89,62,4,0.510356494
78,13,49,63,86,5,3.45272942
54,7,4,35,72,0,5.650056999
67,83,12,65,97,44,0.268410809
17,40,23,38,6,96,1.539503134
64,73,82,39,80,92,3.524185606
63,9,88,93,19,88,22.09893746
11,7,94,74,3,98,9.131037014
40,80,24,90,33,87,0.38899235
41,51,8,5,81,20,3.829460076
59,51,23,16,58,80,1.005884805
49,76,27,4,79,16,2.80500181
80,36,53,98,28,20,2.936553432
82,35,69,77,86,45,1.564884444
35,20,85,26,67,25,1.007737707
47,43,17,59,90,20,2.135405086
70,46,52,13,78,11,12.09593997
72,65,72,74,88,60,1.827518506
7,93,59,88,34,6,1.888881228
24,18,68,65,41,15,0.374540977
6,78,32,37,36,38,4.757588357
7,23,8,24,56,17,12.29535485
87,76,50,17,57,79,8.836204844
80,87,82,60,43,28,9.371644698
75,50,46,49,16,35,2.890747508
30,0,52,33,40,24,2.675021456
11,17,68,24,18,25,0.439204003
56,81,49,47,94,61,0.748023038
65,50,60,68,57,75,3.038044353
11,38,5,40,7,77,2.395804048
26,100,92,31,90,6,2.104490513
45,58,40,42,67,35,1.465563201
6,10,61,90,70,82,0.729044881
60,27,28,39,35,59,0.568080706
57,10,52,35,89,27,0.460644593
57,52,33,70,67,33,2.744167265
12,95,21,20,6,58,3.180455576
52,33,82,76,15,8,5.711157933
99,56,91,75,81,53,2.339342157
64,0,37,59,40,19,2.852912102
48,14,2,70,58,8,1.095441914
34,23,52,79,31,57,2.840278315
93,39,47,16,96,48,3.457851361
94,56,25,89,48,61,2.595621917
16,65,25,85,72,18,2.92760344
71,69,68,10,53,79,13.69411154
66,65,27,46,70,20,1.712790946
9,80,19,56,22,26,5.3247928
33,70,51,59,73,30,9.30683066
85,66,36,39,71,57,2.230550397
3,23,40,64,10,100,1.195712493
95,50,56,20,55,39,2.699797921
28,75,9,22,15,47,0.529059088
45,81,95,11,6,0,2.710429249
74,55,83,60,5,55,2.154164748
45,71,77,71,84,58,3.100815671
76,43,60,72,67,20,0.960590733
58,60,59,42,7,60,2.429465581
60,25,92,50,7,71,2.458974605
67,64,94,95,90,90,2.483521214
65,0,91,75,1,41,0.685922164
33,2,54,37,81,9,3.621437681
85,67,96,59,72,20,0.435982234
4,87,2,51,64,93,6.312771908
8,75,63,56,42,93,0.550110337
19,77,69,67,64,60,1.733125872
20,87,74,47,20,18,9.888244538
16,29,25,96,80,92,2.372692503
11,32,16,6,80,70,1.704598726
91,20,24,64,49,13,1.078119554
81,14,62,84,78,38,4.731778496
66,62,26,48,53,41,4.577224146
4,59,12,11,55,71,0.740752723
59,46,13,60,37,64,1.43893104
52,95,78,23,44,57,2.875835908
51,100,19,42,21,75,2.752214146
77,94,48,50,78,80,24
47,64,87,40,43,22,2.300996102
89,50,42,7,69,8,10.82120292
18,32,72,65,5,64,9.930559896
16,97,52,49,100,8,1.407724224
53,74,89,84,55,31,5.032607629
67,99,85,76,49,100,2.851684457
34,97,83,99,46,39,2.197527073
87,8,76,15,1,63,4.897561327
40,30,6,34,81,80,1.21991984
12,28,98,70,85,10,4.384880027
32,76,22,84,55,65,10.57491018
14,9,62,88,11,25,2.000516658
62,8,98,91,95,98,13.83021136
14,44,24,96,69,57,1.950037568
30,2,1,79,23,86,11.35987196
27,81,97,68,96,26,1.72121392
9,26,89,49,36,81,11.19905561
56,31,91,57,52,34,5.530832421
70,7,60,84,96,31,4.015767883
32,76,22,93,75,10,3.704220894
6,17,30,42,100,48,3.900437438
4,25,12,80,53,91,3.401539916
89,79,53,33,50,86,12.09340542
79,84,82,1,78,41,3.384919898
56,88,38,31,86,8,2.56522647
71,59,10,43,64,30,3.119645552
85,3,65,79,36,90,1.850465176
97,32,93,59,59,10,7.870893132
39,93,29,37,81,84,6.956015447
27,30,64,66,97,9,0.849568653
35,32,10,67,88,30,0.443751511
55,69,72,3,90,25,1.047414305
46,14,51,87,95,7,3.197833927
70,78,94,40,48,9,2.197584237
39,38,57,77,10,23,2.917130041
58,30,92,87,92,71,1.853002375
42,72,13,6,10,29,7.533692416
91,31,77,94,95,37,0.76115285
65,63,63,95,6,91,1.537626598
8,37,8,77,70,64,3.131023827
5,41,47,70,34,95,24
64,84,0,55,23,14,3.404891812
2,52,39,96,17,37,0.965206158
73,11,57,94,68,8,6.29530938
36,34,61,60,76,57,6.377357428
86,78,89,26,34,14,1.139987858
32,51,86,5,37,31,1.524408588
8,91,69,70,43,17,13.98843805
52,95,90,81,32,19,3.648030625
76,89,84,58,27,10,4.534291881
91,61,57,25,86,87,24
50,73,36,13,30,84,0.309779082
70,22,46,45,31,27,3.375771993
25,0,33,64,2,56,0.752915127
15,79,18,24,81,96,12.55153622
39,58,64,67,39,38,1.290879965
89,84,99,51,4,89,8.730984078
50,46,58,82,52,30,4.175855849
38,80,81,20,45,67,2.883814848
54,19,1,46,64,79,5.113477185
95,89,18,88,0,69,4.418125987
35,16,79,70,8,93,13.10878902
64,88,98,0,0,99,6.312989171
84,24,90,8,94,59,6.072989928
76,67,100,54,55,42,2.142464206
89,91,46,27,86,55,0.848741343
44,64,26,89,16,5,0.637589354
8,77,7,1,2,84,2.990657784
36,21,98,14,83,69,2.677246862
86,77,96,100,89,28,3.911467745
0,14,83,65,10,9,6.688648245
65,68,67,62,55,2,22.50450008
62,14,36,85,92,33,3.207257022
42,62,77,59,66,7,9.503244236
27,46,22,21,10,34,2.67553417
99,33,68,57,29,21,2.635228575
30,92,53,39,7,17,7.566081506
68,85,13,64,21,47,1.380939537
100,15,43,39,8,77,3.597421565
88,70,27,9,52,16,2.258754218
7,64,77,21,6,12,3.260873938
33,50,96,60,62,43,1.425505804
48,6,82,27,78,10,1.295809968
95,85,5,20,7,88,0.758234189
57,7,14,95,77,29,0.333087502
74,0,40,6,4,57,8.449993252
46,86,83,59,32,78,4.505662588
24,31,67,77,82,85,1.187421172
2,88,77,0,62,98,6.31336451
44,44,36,31,27,64,8.248261434
51,7,85,90,76,38,8.438623139
95,62,56,67,48,58,9.167186456
98,87,72,94,53,98,2.856709829
95,99,64,61,94,46,2.587452261
33,68,4,2,51,69,1.694610174
100,46,89,60,62,94,7.050252917
68,36,29,2,56,17,1.188939889
91,87,64,61,32,63,3.584529216
91,62,81,11,70,59,1.925613845
7,58,97,58,91,19,1.722340021
26,71,18,69,71,54,4.717545031
79,1,27,88,44,55,7.423350556
62,95,23,7,50,100,3.113573158
81,86,71,77,50,41,0.262739656
24,31,10,36,56,79,7.825357406
57,66,9,52,31,53,3.490538916
47,81,52,1,98,49,20.78458667
0,98,5,77,4,12,13.08256721
7,91,63,31,83,85,6.307884914
20,83,14,57,91,31,0.540479241
97,21,25,42,20,7,18.84458826
87,0,96,73,32,85,0.427336134
100,41,77,18,55,22,3.633042606
89,71,20,86,48,41,1.240167004
77,7,59,34,85,83,7.231940841
28,83,98,90,59,86,0.586320453
29,16,30,17,77,16,3.451272116
2,78,97,76,37,17,1.829533104
6,47,10,30,55,17,1.35413774
99,85,84,80,11,42,9.334008279
10,15,8,73,78,42,0.848477693
31,96,6,71,2,28,3.2125143
58,87,36,39,75,79,0.344383443
11,19,26,83,91,16,0.463070499
78,29,3,26,11,53,0.71226396
37,32,77,80,37,76,1.626720327
23,88,100,53,83,85,8.522971341
64,45,50,80,61,50,4.06800664
17,35,50,68,48,28,3.175174166
45,71,88,78,54,99,0.600139471
55,93,21,61,16,19,0.563861239
62,79,6,26,26,12,8.678537155
6,39,6,95,16,87,10.74409694
65,78,47,34,94,12,5.058674901
39,26,6,93,20,65,1.659240721
53,44,3,24,84,32,0.229433246
30,73,23,68,52,5,9.203382975
96,23,50,37,91,30,2.745449924
51,30,73,7,90,67,1.643935279
93,18,18,10,41,61,3.152651828
30,55,11,50,8,76,6.04492875
33,64,60,4,95,23,1.142409799
6,1,92,37,67,21,4.285378413
88,38,3,57,36,30,3.65238007
15,11,47,9,65,28,1.908373914
21,29,61,48,77,48,9.462454986
99,39,88,14,59,31,5.286375558
52,12,31,73,94,23,1.630113154
90,88,43,80,69,65,1.470002665
16,96,99,26,49,95,5.859887112
3,88,41,97,96,65,0.95389482
60,17,43,44,71,26,7.429372218
98,71,64,18,89,21,0.514321714
85,95,46,86,77,19,19.63839944
51,11,6,70,1,86,3.860060403
34,53,62,56,92,56,2.657326133
43,53,33,14,60,99,11.24357181
14,82,46,39,76,49,3.553934425
60,84,83,97,78,7,3.729691119
43,43,90,49,13,39,4.19282199
20,65,24,4,5,38,3.900133136
76,52,98,73,24,48,1.865218268
46,63,96,17,63,52,1.366940908
74,59,67,17,51,48,4.710571998
48,74,39,87,73,49,24
52,50,9,26,0,86,2.363467095
26,88,99,18,5,69,2.233175632
30,0,73,81,86,17,24
43,98,5,64,40,13,3.952583011
31,96,100,31,58,34,3.841450686
29,90,31,11,34,11,24
17,20,86,29,91,56,0.479431939
62,77,30,69,32,2,4.089131753
15,54,25,51,71,5,0.454055373
34,2,42,71,61,62,2.032899825
61,62,24,80,60,29,2.135073847
8,62,70,48,62,43,1.293407104
61,28,66,56,16,1,3.478334791
38,16,4,85,40,41,7.246590848
50,57,97,20,47,85,0.453454398
100,3,95,3,66,88,1.077791151
9,61,43,87,100,76,0.912972607
51,85,70,80,19,82,3.761974749
11,77,64,95,77,95,3.718132282
71,77,100,91,94,54,0.759903307
61,56,61,61,73,25,8.59271479
2,72,43,33,86,34,6.525041595
82,65,89,11,69,54,4.277734474
10,100,71,5,98,38,2.428746592
7,4,48,21,20,2,3.274200443
89,17,17,76,44,38,12.08704665
22,42,29,47,27,36,2.804214637
9,95,10,47,69,98,2.14751584
17,40,99,8,44,49,0.941890228
75,8,14,63,92,51,20.41251485
38,67,81,3,17,59,0.801392683
25,66,48,37,42,52,0.381277897
10,100,78,22,91,59,8.010317398
9,20,32,72,48,76,3.157694216
2,38,49,32,60,26,12.39538837
61,45,13,48,34,4,1.34965445
70,93,28,93,21,21,3.060359534
60,100,47,13,98,46,3.313934076
3,87,92,3,83,73,4.399659901
60,64,98,64,30,67,6.517809596
7,15,77,47,63,53,13.37695007
12,27,58,62,2,10,3.722157783
11,93,17,70,57,68,2.832354352
34,82,62,15,43,29,24
53,86,24,46,6,4,2.151449178
50,33,13,85,2,31,1.986701487
42,100,61,25,99,66,11.00783417
99,22,36,22,73,4,5.79827252
65,15,99,35,53,96,4.781042855
14,40,31,85,53,57,3.829807043
48,95,59,3,45,57,10.32366918
33,79,54,21,53,46,3.124860995
38,34,49,94,46,52,2.918763273
25,90,58,12,76,87,2.471723145
68,66,7,71,94,41,7.962262675
47,62,25,56,47,48,0.273878782
88,19,3,35,52,33,2.504084279
50,90,59,2,37,31,1.617686116
97,65,12,36,50,78,1.419850066
3,76,24,49,83,70,2.177160547
97,5,60,29,54,84,1.453327007
26,77,25,46,98,5,0.652521483
41,87,91,13,80,64,1.817769226
55,90,50,84,74,3,2.864033209
92,8,15,53,20,49,24
68,49,8,41,73,21,1.302552133
17,86,43,65,55,97,4.878433556
60,98,30,0,53,91,4.432002486
3,63,98,58,100,24,7.248035595
0,50,22,2,49,91,3.827052194
49,36,36,88,80,44,1.031562273
83,77,52,27,69,24,2.9631068
69,89,2,91,19,73,1.568934072
19,71,100,14,32,97,1.098060321
19,44,22,36,7,21,1.79548466
45,30,42,68,92,1,0.53423808
26,71,70,46,91,21,0.718468183
25,35,65,92,3,95,0.651512432
31,93,58,76,33,2,3.080819716
9,58,81,99,72,77,3.737335658
81,15,98,96,3,32,1.792675346
11,52,63,71,22,91,1.865954816
73,94,15,81,81,8,2.454693549
87,30,18,54,49,22,6.760295803
23,34,37,64,64,79,14.31036751
50,36,1,43,86,3,1.464696368
37,77,22,48,11,41,4.048386313
45,61,52,33,85,6,0.469507813
88,38,1,14,99,28,4.931649619
7,55,93,53,55,39,2.318442098
54,88,56,37,79,67,2.282894086
77,64,86,11,11,25,6.274118887
30,62,32,31,85,84,0.865440911
87,28,45,58,85,96,4.303375055
15,91,96,68,44,28,8.075413125
19,92,49,88,95,92,1.607675734
37,73,91,86,40,35,2.194652728
14,7,85,52,62,63,0.42407277
77,93,61,84,52,94,0.683926503
75,29,22,64,72,84,4.051214227
33,40,91,20,74,5,2.308451382
71,69,31,69,32,35,0.734844364
18,14,45,26,49,85,2.767508458
68,54,22,45,24,100,6.485007942
90,87,94,77,99,20,1.782449324
62,76,12,12,92,31,2.45805325
76,8,11,29,73,23,2.467131534
31,19,87,36,16,1,2.667051197
94,35,18,21,25,42,5.904273993
36,48,2,58,1,9,3.289981841
65,12,95,50,96,95,24
6,90,91,69,53,93,0.719212182
47,17,17,25,77,90,4.190340283
10,56,3,86,63,41,4.561770722
74,7,14,87,81,87,3.902022617
86,41,15,81,11,16,2.799777
30,7,26,21,68,48,0.694457391
43,59,21,6,12,78,4.722891233
44,57,93,29,9,33,1.236634583
71,23,60,49,58,92,0.937358733
55,43,21,100,20,47,0.537861206
31,62,92,92,49,63,2.810123625
20,90,60,79,3,90,4.01586169
30,50,74,92,32,52,1.19258518
0,83,99,79,80,83,10.18650734
76,98,54,66,7,29,5.600204206
10,7,47,73,91,25,2.671783774
92,87,51,35,71,39,5.763178516
67,39,78,44,61,32,5.855587587
35,75,64,71,95,87,1.797390093
78,32,3,92,85,88,2.387635454
58,77,57,6,4,75,3.741909971
66,20,91,6,69,55,0.544467975
55,32,48,54,33,84,7.875438828
50,54,55,36,8,25,4.819039332
28,64,86,48,58,63,3.645539852
84,56,80,88,87,97,10.94721113
1,69,15,97,81,33,4.469267171
5,13,87,36,23,69,11.22743932
30,91,44,49,98,62,0.319593434
53,24,46,82,87,25,2.167165328
87,38,61,31,47,23,15.04890049
39,22,20,88,74,9,10.86108929
16,42,22,2,98,11,3.656573249
4,55,19,25,96,86,4.604299707
1,16,95,47,50,19,7.135550218
57,30,68,50,99,24,9.475913156
11,51,31,44,43,99,4.304817351
4,27,77,99,13,89,3.401166653
59,6,18,98,87,69,0.347297305
40,17,23,28,82,68,1.237228176
19,79,99,93,36,62,0.89146944
71,5,90,52,70,57,0.324904255
0,65,10,20,62,21,0.665531174
55,19,16,52,76,81,2.051297026
69,86,29,86,79,62,0.283623158
55,1,45,51,56,54,4.122199413
53,24,34,44,31,14,2.862339097
10,5,14,10,23,8,3.158654718
2,42,88,41,50,42,1.080562614
94,28,70,66,41,77,2.887950144
27,8,1,12,18,97,19.87971301
4,72,2,27,25,61,2.167680605
89,13,48,98,80,56,6.020611105
15,44,50,16,44,64,3.183146638
30,14,33,78,43,82,1.776785923
27,45,70,72,48,69,7.110296439
6,79,83,50,63,89,1.439155161
8,44,49,94,61,52,0.54720498
38,63,0,3,33,37,3.899554828
98,43,93,26,64,55,3.187882948
42,8,64,36,54,92,2.932527902
26,91,28,14,8,37,10.85802588
75,67,4,82,65,92,2.081721539
88,11,66,53,3,47,6.923786149
92,85,59,92,50,29,4.485526008
94,0,29,47,80,8,2.000245215
97,43,64,66,25,96,1.040150701
32,39,74,70,48,41,9.749156683
90,3,16,94,62,47,1.350087931
55,41,38,23,2,48,1.837705063
1,32,54,42,75,52,3.073509904
13,83,84,79,8,73,3.323908748
12,98,91,29,6,12,0.288987061
23,1,3,50,78,81,2.484073858
68,9,39,68,32,64,5.958895899
33,71,74,85,9,46,2.616301974
86,13,51,79,63,26,7.481987386
18,60,65,78,62,100,1.727757619
29,26,54,100,84,99,1.740780749
48,76,72,51,87,48,6.406745311
42,76,78,86,47,48,2.010749203
15,53,100,26,49,74,4.752758467
51,28,51,60,7,72,2.936594951
97,7,11,74,33,38,3.873080927
48,87,100,58,84,16,10.34397971
10,68,5,10,30,87,0.671090926
77,91,60,82,98,61,2.525511049
46,65,40,10,97,40,3.605492364
78,84,60,46,64,87,11.50100611
34,90,75,35,59,47,0.397363248
70,71,53,91,84,82,1.598578325
28,75,43,87,82,30,13.12820248
53,73,32,35,11,17,2.805493286
85,49,44,10,32,60,4.307700123
22,70,29,18,89,100,0.831934951
23,40,83,23,25,6,1.033514855
98,9,9,90,31,71,8.777179344
9,92,75,50,43,59,6.592463033
60,24,7,13,62,88,1.244586568
7,25,22,24,85,82,6.732533929
47,25,3,17,82,59,0.950803917
75,69,52,18,5,40,4.175498795
92,85,92,19,15,25,0.265684448
28,11,32,63,65,54,2.200793794
86,57,67,4,18,65,1.172739553
25,70,14,21,80,59,0.850597513
36,25,11,58,43,78,2.592886004
95,12,19,25,75,63,10.12306869
51,81,61,83,59,49,1.488155679
37,68,97,84,2,36,23.78208068
5,30,87,46,63,24,1.433598825
7,16,79,93,59,73,2.383126947
16,14,34,49,76,69,3.333335366
75,97,30,18,17,98,17.25937642
61,21,55,64,28,64,24
85,68,70,36,100,5,5.034376885
77,15,42,1,83,70,0.842530485
33,32,77,92,48,77,0.854759138
18,40,63,16,10,11,5.84047013
69,3,31,1,4,86,2.532019075
81,96,26,3,32,93,8.937404544
99,91,22,100,91,60,0.666241266
36,74,88,4,50,57,3.718120402
37,62,43,68,81,94,11.39132627
14,68,95,96,58,38,0.122127395
39,41,34,69,48,16,5.113827764
8,40,37,40,6,23,0.362824336
52,6,72,13,0,90,2.21850446
69,23,48,32,5,56,6.632672035
65,43,84,29,23,8,1.654007035
79,67,49,57,51,37,2.369781498
51,11,3,28,25,59,1.873824086
0,54,81,70,52,24,4.212486415
29,3,79,0,95,65,2.243264025
96,88,11,99,93,99,1.227799486
0,2,50,41,68,3,1.919106584
38,80,11,80,83,20,2.558682032
15,25,62,81,45,66,5.894072577
16,58,88,23,100,23,6.02739173
81,8,30,92,20,40,15.51294893
21,45,44,81,31,65,9.582192236
85,12,70,0,66,65,7.551480987
98,4,22,63,31,39,1.321363628
30,52,40,71,77,99,5.068524064
39,60,32,56,3,13,10.7726044
26,4,38,10,97,5,1.974671537
35,75,72,27,12,39,2.540825752
3,91,57,99,27,50,4.92963452
68,73,63,8,73,16,24
24,0,43,96,7,32,12.86504244
94,34,55,31,37,84,1.184375948
77,27,35,83,69,89,3.688022755
29,50,16,10,88,64,6.729927435
46,65,75,72,54,49,1.987720388
11,22,60,90,53,28,1.419255618
26,68,100,8,39,72,3.74661032
44,32,41,60,45,2,2.732402059
87,94,97,90,29,16,0.582354226
62,78,47,57,45,30,4.571075504
54,64,7,72,98,42,10.95421156
29,92,55,31,4,68,0.767105709
81,23,81,64,69,51,3.961332626
13,8,83,43,36,36,6.70469538
55,62,74,45,93,46,3.965818801
18,34,88,36,60,19,2.42998664
85,60,44,80,20,86,2.283059325
25,15,18,78,100,65,2.427644592
70,71,80,92,47,51,2.982686783
91,71,22,18,96,86,1.036461392
37,22,30,41,39,9,3.734662525
68,61,44,29,81,60,1.453809664
35,43,2,57,43,59,0.773967851
17,58,75,90,72,10,4.881178882
56,80,15,10,32,11,1.223280498
77,90,74,92,55,99,5.565694406
22,92,40,36,94,96,2.914786232
13,62,94,60,67,12,3.746510298
95,10,90,10,31,47,1.736757353
68,86,80,42,94,14,0.494777756
21,67,91,78,6,38,2.624079101
27,80,1,20,70,70,6.2568703
42,74,37,6,81,4,1.508330343
75,7,63,53,54,70,1.486463112
17,89,17,79,29,98,2.919078817
99,48,100,47,87,55,1.87318121
94,71,76,1,8,15,2.713737926
76,7,79,17,0,84,0.900398659
83,70,2,0,19,57,5.088457916
35,33,13,37,47,34,2.449121636
6,31,20,18,95,16,11.8452714
22,76,43,95,32,73,9.605160859
33,99,63,77,63,25,3.666508496
95,81,47,91,77,37,1.626301559
20,76,87,55,93,55,1.103439276
69,93,67,27,48,35,8.934071439
79,64,61,69,82,44,11.06064008
98,62,48,69,58,20,4.592222917
46,52,33,81,29,51,0.254414342
52,98,97,89,84,59,1.969234438
83,66,70,93,21,71,6.103260878
40,29,55,60,3,78,2.160636529
74,58,53,63,86,86,0.48100927
31,24,68,65,45,30,2.920217793
13,32,99,22,41,18,2.098892299
87,15,55,78,33,13,3.093072978
94,48,83,63,99,85,15.66888832
16,2,39,50,34,56,11.63461996
24,28,3,39,19,30,3.98245267
63,13,61,93,35,76,1.268130243
72,68,22,78,53,28,1.592394088
85,60,96,33,2,85,3.734303994
47,80,67,53,20,10,7.502432437
34,28,17,23,98,83,0.715304238
36,20,67,26,53,29,7.193684409
54,5,40,30,50,78,3.884456768
16,23,98,73,3,89,3.859191328
27,27,94,65,54,13,12.04976397
0,56,84,93,82,60,3.769073711
52,56,91,48,33,69,1.077050175
72,80,70,92,11,41,6.019869485
54,21,53,81,38,77,2.923541327
60,23,45,16,20,48,11.45662271
12,17,48,25,95,48,1.363059898
46,27,77,82,86,15,2.406656613
63,56,0,23,58,46,7.216931582
31,73,3,22,67,18,5.24635563
27,0,91,72,68,90,1.67614317
52,100,63,77,78,81,0.603484506
30,25,32,18,48,78,1.421803094
7,89,31,2,98,74,2.226566088
71,32,52,12,31,53,3.910850524
97,54,99,78,77,53,0.570662368
86,72,88,4,41,80,0.666808121
73,17,21,7,77,63,9.205912257
100,68,4,81,8,95,3.221157435
24,85,13,90,35,83,10.19166536
32,9,24,88,25,16,4.395488874
67,13,4,95,44,26,2.322224151
6,75,57,75,69,70,10.46053351
96,95,68,5,15,65,1.788297983
65,38,3,0,95,19,1.855407163
45,35,41,12,36,63,4.163740214
95,50,11,3,27,47,0.450355812
4,49,37,10,97,52,2.291258579
16,14,31,35,26,100,2.792721851
75,58,100,43,50,5,9.537978862
51,32,36,76,21,47,0.747071788
11,79,79,55,60,45,5.454844755
61,67,69,88,89,70,2.636076554
34,53,37,53,74,13,0.939493996
61,50,21,97,44,38,6.861240383
20,2,20,67,31,34,1.368827437
84,89,94,37,82,19,7.672971546
65,100,84,32,55,13,0.284567106
52,33,69,79,5,98,1.503065823
20,41,44,8,34,29,4.37414804
14,8,69,37,20,63,4.025170468
74,13,86,27,56,57,2.349978626
73,96,15,41,86,14,15.40333314
81,4,60,5,64,69,4.411634264
22,91,22,21,13,57,0.466028924
30,32,47,32,0,73,6.241035246
53,80,53,54,21,58,3.681169398
54,84,11,24,100,45,6.964854035
25,6,10,42,30,92,0.958197758
52,39,2,82,64,30,2.684212963
65,34,97,91,18,17,4.894380042
38,70,0,67,91,66,0.659382743
6,7,66,32,91,25,5.886585347
87,59,23,39,3,32,2.843032996
38,41,37,36,37,42,0.318562239
31,94,33,0,70,89,14.97668591
25,4,10,90,12,27,2.124338604
86,59,7,7,22,54,22.97086776
77,4,72,57,2,74,6.055649448
28,87,91,91,19,31,2.220178829
24,85,75,87,1,79,2.777551158
55,43,1,6,39,47,0.555985607
30,76,49,88,63,53,3.789521667
65,85,8,32,5,35,7.003297425
1,89,22,29,61,3,1.77445466
86,64,99,55,45,53,1.047494072
46,80,61,85,0,86,5.385133122
74,82,11,84,75,11,2.605406647
28,1,44,6,61,24,24
98,56,99,80,11,45,11.18133571
48,49,59,12,94,100,0.936826848
72,51,14,78,62,76,5.757012392
